query_raw,ref_answer
"Context: weconnect's evidence was neither newly discovered nor unknown; moreover, it could easily have produced these documents and affidavits the first time around.
Question: Is it overruling?
Answer:",No
"Context: gonzalez-lopez, 548 u.s. at 150.
Question: Is it overruling?
Answer:",No
"Context: apart from its articulation that the crime was serious in nature and that the society must be protected from dangerous offenders, the trial court did not consider some of the nonexhaustive factors that are relevant in determining whether a sentence is proportionate.
Question: Is it overruling?
Answer:",No
"Context: therefore, to the extent that language in lam suggests otherwise, such language should be disapproved.
Question: Is it overruling?
Answer:",Yes
"Context: accordingly, we will apply the same standard of review to all of appellant's sufficiency complaints.
Question: Is it overruling?
Answer:",No
"Context: we hereby reject that portion of ferguson which is not in accord with this opinion.
Question: Is it overruling?
Answer:",Yes
"Context: therefore, insofar as the holm case may be interpreted to hold that any photograph taken for the purpose of litigation and transmitted to an attorney is privileged, per se, it is disapproved.
Question: Is it overruling?
Answer:",Yes
"Context: in so holding, we must necessarily recede, in part, from our prior decision in orlando regional healthcare system, inc. v. alexander.
Question: Is it overruling?
Answer:",Yes
"Context: crescent wharf etc. co. v. los angeles, 207 cal. 430 [ 278 p. 1028], fails to consider the above mentioned factors and should be overruled.
Question: Is it overruling?
Answer:",Yes
"Context: for the reasons stated below, we approve the fifth district court of appeal's decision in winter park, and disapprove the decision in belleair to the extent described herein.
Question: Is it overruling?
Answer:",Yes
"Context: we conclude that these decisions were erroneous and must be overturned, but that tracts of land granted by the board that have been improved or filled are, to the degree hereinafter described, free of the public trust.
Question: Is it overruling?
Answer:",Yes
"Context: to the extent that hunnicutt suggests otherwise, it is overruled.
Question: Is it overruling?
Answer:",Yes
"Context: he was never present for the court to ask him whether he could pay the forfeiture, nor did kerr ever ask for an indigency hearing.
Question: Is it overruling?
Answer:",No
"Context: we have ultimately determined that we were in error in the statutory construction reached by these decisions, for the reasons to be stated below, and therefore overrule them prospectively, see state v. ray, 259 la. 105, 245 so.2d 540 (1971), as of the date of publication of this opinion in the southern reporter.
Question: Is it overruling?
Answer:",Yes
"Context: { 13} we have considered the issue raised in this case on numerous occasions.
Question: Is it overruling?
Answer:",No
"Context: under those circumstances, the defendant waived any claim that the court lacked personal jurisdiction over him in this action (see american home mtge. servicing, inc. v arklis, 150 ad3d at 1182).
Question: Is it overruling?
Answer:",No
"Context: contrary to the petitioner's contention, alcoholic beverage control law  118(3) and rule 36.1(q) of the rules of the state liquor authority (9 nycrr)  53.1(q) are not unconstitutionally vague (see matter of kaur v new york state urban dev. corp., 15 ny3d 235; goldberg v corcoran, 153 ad2d 113).
Question: Is it overruling?
Answer:",No
"Context: we disapprove of johnson v. mt. sinai medical center, inc., 615 so.2d 257 (fla. 3d dca 1993), and castillo-plaza v. green.
Question: Is it overruling?
Answer:",Yes
"Context: that is true of the present case; and, due to intervening supreme court precedent, we reject our recent characterization in mosser, followed as binding precedent in this court in a number of cases, see qualchoice, inc., 367 f.3d at 642, 647, that a federal court has no subject-matter jurisdiction over an action ostensibly brought under 29 u.s.c.  1132(a)(3) apparently for solely legal relief.
Question: Is it overruling?
Answer:",Yes
"Context: the holding of the court in the goldman case was error and it is now specifically overruled.
Question: Is it overruling?
Answer:",Yes
"Context: blue diamond coal co. v. meade, supra, is overruled to the extent that it implies that an award or settlement may be reopened on the ground of mistake in every case where a claimant is able to demonstrate that he was entitled to more compensation than he actually got at the time of his settlement or award.
Question: Is it overruling?
Answer:",Yes
"Context: the district court dismissed count i because """"without some factual basis for the allegation that an elevated table in a galley was defective or that [ncla] had notice of its dangers, [allen]'s claim for jones act negligence fails as a matter of law."""" allen had """"not asserted facts that any instrumentality he was required to use was defective nor [had] he asserted he was instructed to perform his duties in an unsafe manner.""""
Question: Is it overruling?
Answer:",No
"Context: richard's attempts to rely on the circumstances of his injury and medical treatment to undermine the validity of his miranda waiver and statement to weirauch are unavailing.
Question: Is it overruling?
Answer:",No
"Context: after the evidence was presented at the denial hearing, the court ruled that it would enter a """"true finding as to the sole count of criminal trespass.""""
Question: Is it overruling?
Answer:",No
"Context: father next challenges several portions of mother's testimony that, he alleges, painted an unjustified picture of him as hot-tempered and cruel.
Question: Is it overruling?
Answer:",No
"Context: we have jurisdiction, article v, section 3(b)(3), florida constitution, and we approve in part and quash in part the decision of the fourth district.
Question: Is it overruling?
Answer:",Yes
"Context: to the extent that mardanlou suggests otherwise, we overrule it.
Question: Is it overruling?
Answer:",Yes
"Context: it is clear that the traditional exceptions of motive, intent, etc., apply to cases involving sex offenses, and general language to the contrary in buchel and in cases upon which it relies is disapproved.
Question: Is it overruling?
Answer:",Yes
"Context: statements such as this did not violate defendants' fifth amendment rights.
Question: Is it overruling?
Answer:",No
"Context: the trustee notes that debtor fails to meet the first prerequisite of standing under weston, because he did not file any objection to the sale motion.
Question: Is it overruling?
Answer:",No
"Context: we overrule hughes v. state to the extent that it contradicts our holding in this case.
Question: Is it overruling?
Answer:",Yes
"Context: accordingly, lee v. peerless insurance company is overruled.
Question: Is it overruling?
Answer:",Yes
"Context: although the factual scenario set forth in bridgewater is similar to the present case, because the rooker-feldman analysis in bridgewater is drawn from moccio v. new york state office of court administration, 95 f.3d 195, 198 (2d cir. 1996), which was overruled by the supreme court in exxon mobil corp. v. saudi basic indus. corp., 544 u.s. 280, 284, 125 s.ct. 1517, 161 l.ed.2d 454 (2005), it no longer reflects the law of this circuit.
Question: Is it overruling?
Answer:",Yes
